city,level,index,pollutant,stations
Agartala,Satisfactory,69,O3,1
Agra,Moderate,137,PM2.5,6
Ahmedabad,Poor,201,PM2.5,7
Ahmednagar,Moderate,195,O3,1
Aizawl,Moderate,121,PM10,1
Ajmer,Moderate,108,PM10,1
Akola,Moderate,133,PM2.5,1
Alwar,Satisfactory,78,PM10,1
Amaravati,Good,45,PM10,1
Amravati,Moderate,112,PM10,2
Amritsar,Satisfactory,56,PM10,1
Anantapur,Good,42,PM10,1
Angul,Poor,219,PM2.5,1
Asansol,Poor,204,"PM10, PM2.5",3
Aurangabad (Bihar),Moderate,180,PM2.5,1
Aurangabad (Maharashtra),Moderate,148,"O3, PM10",2
Baddi,Moderate,113,PM10,1
Badlapur,Moderate,149,PM2.5,1
Baghpat,Moderate,179,PM10,1
Balasore,Moderate,198,O3,1
Banswara,Moderate,109,PM10,1
Baran,Satisfactory,87,PM10,1
Barbil,Moderate,171,PM10,1
Bareilly,Satisfactory,64,"SO2, PM10",2
Barmer,Moderate,119,PM10,1
Barrackpore,Moderate,124,PM10,1
Bathinda,Good,38,PM2.5,1
Belapur,Moderate,156,PM10,1
Belgaum,Good,39,PM10,1
Bengaluru,Satisfactory,60,PM10,12
Bettiah,Moderate,156,PM10,1
Bhagalpur,Moderate,123,"CO, PM10",2
Bharatpur,Moderate,107,PM10,1
Bhilai,Satisfactory,81,PM10,3
Bhilwara,Moderate,119,PM10,1
Bhiwadi,Moderate,136,"PM10, PM2.5",2
Bhiwandi,Moderate,118,PM10,1
Bhopal,Moderate,139,"O3, PM10",3
Bhubaneswar,Moderate,106,PM10,1
Bikaner,Moderate,173,PM10,1
Bilaspur,Satisfactory,71,PM10,1
Bileipada,Moderate,165,PM10,1
Boisar,Moderate,108,PM10,1
Brajrajnagar,Moderate,180,PM2.5,1
Bulandshahr,Moderate,194,PM10,1
Bundi,Moderate,141,PM10,1
Buxar,Moderate,104,PM10,1
Byasanagar,Poor,208,O3,1
Chandigarh,Satisfactory,94,"PM10, PM2.5",3
Chandrapur,Moderate,160,"O3, PM10",2
Charkhi Dadri,Poor,249,PM2.5,1
Chengalpattu,Satisfactory,77,PM10,1
Chennai,Satisfactory,77,"NO2, PM10, PM2.5",6
Chhal,Satisfactory,84,PM10,1
Chikkaballapur,Good,40,PM10,1
Chittoor,Good,47,PM2.5,1
Chittorgarh,Moderate,114,PM10,1
Churu,Moderate,160,PM2.5,1
Cuttack,Moderate,169,O3,1
Damoh,Satisfactory,52,PM10,1
Dausa,Poor,205,PM10,1
Davanagere,Good,40,PM2.5,1
Dehradun,Satisfactory,71,PM10,1
Delhi,Poor,228,"PM10, PM2.5",38
Dewas,Moderate,134,PM10,1
Dhanbad,Moderate,158,PM10,1
Dharwad,Satisfactory,64,PM10,1
Dholpur,Moderate,116,PM2.5,1
Dungarpur,Satisfactory,91,PM10,1
Durgapur,Poor,237,"O3, PM10, PM2.5",3
Eloor,Satisfactory,55,PM2.5,1
Faridabad,Moderate,111,"PM10, PM2.5",3
Firozabad,Satisfactory,74,PM10,2
Gandhinagar,Moderate,112,PM10,2
Gaya,Moderate,119,"PM10, PM2.5",3
Ghaziabad,Poor,282,PM2.5,4
Gorakhpur,Moderate,142,PM2.5,1
Greater Noida,Moderate,136,PM10,2
Gummidipoondi,Moderate,124,PM2.5,1
Gurugram,Poor,259,"PM10, PM2.5",3
Guwahati,Poor,206,"PM10, PM2.5",3
Gwalior,Moderate,117,"PM10, PM2.5",3
Hajipur,Poor,273,PM2.5,1
Haldia,Satisfactory,98,PM10,1
Hanumangarh,Poor,240,PM2.5,1
Hapur,Moderate,138,PM2.5,1
Howrah,Moderate,138,"O3, PM10, PM2.5",5
Hubballi,Good,50,PM10,1
Hyderabad,Satisfactory,100,"PM10, PM2.5",13
Imphal,Moderate,105,SO2,1
Indore,Moderate,112,"PM10, PM2.5",4
Jabalpur,Moderate,103,"O3, PM10",3
Jaipur,Moderate,132,PM10,6
Jaisalmer,Moderate,114,PM10,1
Jalandhar,Satisfactory,91,PM10,1
Jalgaon,Moderate,176,PM2.5,1
Jalore,Moderate,136,PM10,1
Jhalawar,Satisfactory,69,PM2.5,1
Jhansi,Good,39,PM2.5,1
Jodhpur,Moderate,132,"O3, PM10",4
Kadapa,Satisfactory,55,CO,1
Kalaburagi,Satisfactory,66,"PM10, PM2.5",2
Kalyan,Moderate,148,PM10,1
Kannur,Satisfactory,61,PM10,1
Kanpur,Moderate,129,"PM10, PM2.5",3
Karauli,Satisfactory,96,O3,1
Karwar,Good,48,PM10,1
Kashipur,Moderate,117,PM2.5,1
Katihar,Satisfactory,68,PM2.5,1
Katni,Moderate,166,PM10,1
Keonjhar,Moderate,115,PM10,1
Khanna,Satisfactory,83,PM10,1
Khurja,Moderate,148,PM10,1
Kishanganj,Moderate,145,PM10,1
Kohima,Poor,224,PM2.5,1
Kolar,Satisfactory,77,CO,1
Kolhapur,Moderate,111,PM10,2
Kolkata,Satisfactory,91,PM10,7
Korba,Moderate,104,PM10,2
Kota,Moderate,117,PM10,3
Kunjemura,Moderate,130,PM10,1
Latur,Moderate,117,PM10,1
Lucknow,Moderate,151,"PM10, PM2.5",6
Ludhiana,Satisfactory,71,PM10,1
Madikeri,Good,16,PM10,1
Mahad,Moderate,117,PM10,1
Maihar,Good,42,PM10,1
Malegaon,Moderate,104,PM2.5,1
Mandi Gobindgarh,Moderate,102,PM2.5,1
Mandideep,Poor,233,PM10,1
Manguraha,Moderate,131,CO,1
Meerut,Moderate,118,"PM10, PM2.5",2
Mira-Bhayandar,Moderate,151,O3,1
Moradabad,Satisfactory,85,PM10,6
Motihari,Moderate,152,PM10,1
Mumbai,Moderate,147,"O3, PM10",21
Munger,Moderate,114,PM10,1
Muzaffarnagar,Moderate,149,PM2.5,1
Muzaffarpur,Moderate,164,PM2.5,2
Nagaon,Satisfactory,94,PM2.5,1
Nagaur,Moderate,151,PM10,1
Nagpur,Moderate,160,PM2.5,4
Naharlagun,Satisfactory,85,PM2.5,1
Nanded,Moderate,168,PM2.5,1
Nashik,Moderate,163,PM2.5,3
Navi Mumbai,Moderate,133,PM10,3
Nayagarh,Moderate,145,PM2.5,1
Noida,Moderate,149,"CO, PM10, PM2.5",4
Pali,Moderate,173,PM2.5,1
Parbhani,Moderate,193,O3,1
Patiala,Moderate,101,PM10,1
Patna,Moderate,187,"PM10, PM2.5",5
Pimpri-Chinchwad,Moderate,161,"PM10, PM2.5",4
Pithampur,Moderate,143,PM10,1
Pratapgarh,Moderate,145,PM10,1
Prayagraj,Good,42,"SO2, PM10",3
Puducherry,Good,24,CO,1
Pune,Moderate,164,"O3, PM2.5",10
Purnia,Poor,256,PM2.5,1
Raipur,Moderate,110,"NO2, PM10, PM2.5",4
Rairangpur,Moderate,132,PM2.5,1
Rajamahendravaram,Satisfactory,77,PM10,1
Rajsamand,Satisfactory,84,O3,1
Ramanagara,Good,33,PM10,1
Ratlam,Moderate,171,PM10,1
Rishikesh,Satisfactory,70,PM10,1
Rourkela,Moderate,198,PM2.5,3
Rupnagar,Satisfactory,92,PM10,1
