city,level,index,pollutant,stations
Agra,Good,39,SO2,1
Ahmedabad,Satisfactory,69,O3,1
Ajmer,Satisfactory,54,PM10,1
Alwar,Satisfactory,58,PM2.5,1
Amaravati,Good,39,O3,1
Ambala,Good,44,O3,1
Asansol,Good,27,O3,1
Bagalkot,Satisfactory,64,CO,1
Baghpat,Satisfactory,57,PM10,1
Bahadurgarh,Satisfactory,66,PM2.5,1
Bathinda,Good,28,CO,1
Bengaluru,Satisfactory,65,"PM10, PM2.5",8
Bhiwadi,Satisfactory,79,PM10,1
Bhopal,Good,32,O3,1
Bulandshahr,Satisfactory,61,PM10,1
Chandigarh,Good,40,PM10,1
Chandrapur,Good,29,"O3, PM10",2
Chennai,Satisfactory,64,"O3, PM2.5",4
Chikkaballapur,Satisfactory,66,PM10,1
Chikkamagaluru,Good,45,PM10,1
Damoh,Good,19,NO2,1
Delhi,Satisfactory,77,"PM10, PM2.5",35
Dewas,Good,33,PM10,1
Eloor,Satisfactory,77,PM10,1
Ernakulam,Satisfactory,98,CO,1
Faridabad,Satisfactory,77,"CO, PM10",2
Fatehabad,Good,39,O3,1
Gandhinagar,Good,37,PM10,1
Gaya,Good,42,"NO2, PM10",2
Ghaziabad,Satisfactory,66,"NO2, PM10",4
Greater Noida,Satisfactory,78,PM10,2
Gurugram,Satisfactory,62,"PM10, PM2.5",4
Guwahati,Good,40,PM10,1
Gwalior,Good,36,PM10,1
Hajipur,Good,33,PM10,1
Hapur,Good,34,PM10,1
Hisar,Satisfactory,59,PM10,1
Howrah,Satisfactory,52,"PM10, PM2.5",3
Hubballi,Good,42,PM10,1
Hyderabad,Good,38,"CO, NO2, PM10",6
Indore,Good,36,O3,1
Jabalpur,Good,30,CO,1
Jaipur,Good,44,PM10,2
Jalandhar,Satisfactory,52,PM10,1
Jind,Good,46,NO2,1
Jodhpur,Satisfactory,76,PM10,1
Jorapokhar,Moderate,170,O3,1
Kaithal,Good,37,PM10,1
Kalaburgi,Good,16,PM10,1
Kalyan,Good,19,PM2.5,1
Kannur,Good,31,PM10,1
Kanpur,Satisfactory,54,O3,1
Karnal,Good,31,PM2.5,1
Katni,Good,25,PM10,1
Khanna,Satisfactory,76,PM10,1
Kochi,Satisfactory,93,CO,1
Kolkata,Satisfactory,56,"O3, PM10",5
Kota,Good,41,O3,1
Kozhikode,Good,31,CO,1
Kurukshetra,Good,35,PM2.5,1
Lucknow,Satisfactory,86,"O3, PM2.5",4
Ludhiana,Satisfactory,61,PM10,1
Maihar,Good,21,CO,1
Mandi Gobindgarh,Good,27,PM2.5,1
Mandideep,Good,45,O3,1
Mandikhera,Good,44,PM10,1
Manesar,Satisfactory,64,PM2.5,1
Moradabad,Satisfactory,79,PM2.5,1
Mumbai,Good,31,"CO, NO2, PM10",8
Muzaffarnagar,Satisfactory,54,PM10,1
Muzaffarpur,Satisfactory,69,"O3, PM10",2
Mysuru,Good,30,PM10,1
Narnaul,Good,48,PM10,1
Navi Mumbai,Satisfactory,51,CO,1
Noida,Satisfactory,78,"CO, PM10",3
Pali,Satisfactory,51,PM10,1
Palwal,Satisfactory,53,PM10,1
Panchkula,Satisfactory,67,CO,1
Panipat,Satisfactory,76,PM10,1
Patiala,Good,40,CO,1
Patna,Satisfactory,55,"O3, PM10, PM2.5",5
Pithampur,Satisfactory,54,PM10,1
Pune,Satisfactory,55,CO,1
Rajamahendravaram,Satisfactory,51,O3,1
Ramanagara,Good,39,O3,1
Ratlam,Good,40,PM10,1
Rohtak,Satisfactory,55,PM2.5,1
Sagar,Good,24,CO,1
Satna,Satisfactory,55,PM10,1
Singrauli,Good,33,O3,1
Sirsa,Good,50,O3,1
Sonipat,Satisfactory,79,PM10,1
Talcher,Moderate,116,CO,1
Thane,Good,31,PM10,1
Thiruvananthapuram,Good,50,PM10,2
Tirupati,Good,49,PM10,1
Udaipur,Good,49,PM10,1
Ujjain,Good,47,PM10,1
Varanasi,Good,45,NO2,1
Vatva,Satisfactory,86,PM10,1
Vijayapura,Satisfactory,60,O3,1
Visakhapatnam,Satisfactory,85,PM10,1
Yamunanagar,Satisfactory,88,PM10,1
