city,level,index,pollutant,stations
Agartala,Good,48,SO2,1
Agra,Good,27,"O3, PM10",6
Ahmedabad,Satisfactory,83,"PM10, PM2.5",7
Ahmednagar,Satisfactory,55,PM10,1
Aizawl,Good,18,PM10,1
Ajmer,Satisfactory,74,PM10,1
Akola,Good,45,PM10,1
Alwar,Satisfactory,90,PM10,1
Amaravati,Good,28,PM10,1
Ambala,Satisfactory,57,PM2.5,1
Amravati,Good,34,PM10,2
Amritsar,Satisfactory,72,PM10,1
Anantapur,Satisfactory,64,PM10,1
Angul,Good,37,PM2.5,1
Ankleshwar,Good,50,PM10,1
Ariyalur,Satisfactory,60,NO2,1
Asansol,Good,41,"SO2, PM10",4
Aurangabad (Bihar),Moderate,111,PM10,1
Aurangabad (Maharashtra),Good,50,"O3, PM10",2
Baddi,Moderate,119,PM2.5,1
Badlapur,Good,44,PM10,1
Bagalkot,Satisfactory,54,PM10,1
Baghpat,Satisfactory,60,PM10,1
Bahadurgarh,Satisfactory,97,PM10,1
Balasore,Moderate,120,CO,1
Ballabgarh,Satisfactory,84,PM2.5,1
Banswara,Satisfactory,85,PM10,1
Baran,Good,48,PM10,1
Barbil,Satisfactory,100,PM10,1
Bareilly,Good,22,SO2,2
Baripada,Satisfactory,69,O3,1
Barmer,Satisfactory,85,PM10,1
Barrackpore,Good,49,PM2.5,1
Bathinda,Satisfactory,58,PM2.5,1
Belapur,Good,45,NO2,1
Belgaum,Satisfactory,66,CO,1
Bengaluru,Good,50,"CO, PM10",13
Bhagalpur,Satisfactory,59,"CO, PM2.5",2
Bharatpur,Good,40,O3,1
Bhilai,Good,36,"CO, PM10, PM2.5",3
Bhilwara,Satisfactory,56,PM10,1
Bhiwadi,Moderate,141,PM10,2
Bhiwandi,Good,49,PM10,1
Bhiwani,Satisfactory,52,CO,1
Bhopal,Satisfactory,57,PM10,3
Bhubaneswar,Good,43,O3,2
Bidar,Satisfactory,64,CO,1
Bihar Sharif,Good,34,O3,1
Bikaner,Satisfactory,78,PM10,1
Bileipada,Good,39,PM10,1
Boisar,Satisfactory,62,PM10,1
Brajrajnagar,Good,47,CO,1
