city,level,index,pollutant,stations
Agartala,Good,28,PM10,1
Agra,Moderate,125,"PM10, PM2.5",6
Ahmedabad,Moderate,106,PM10,7
Ahmednagar,Moderate,111,PM10,1
Ajmer,Satisfactory,91,PM10,1
Akola,Satisfactory,96,PM10,1
Alwar,Satisfactory,83,PM10,1
Amaravati,Satisfactory,92,PM10,1
Amravati,Satisfactory,82,O3,2
Anantapur,Satisfactory,54,PM10,1
Angul,Moderate,120,PM10,1
Ankleshwar,Satisfactory,69,PM10,1
Araria,Moderate,151,PM10,1
Ariyalur,Satisfactory,51,PM2.5,1
Arrah,Moderate,110,PM10,1
Asansol,Moderate,116,"PM10, PM2.5",4
Aurangabad (Bihar),Moderate,177,PM2.5,1
Aurangabad (Maharashtra),Moderate,113,"O3, PM10",3
Baddi,Moderate,148,O3,1
Badlapur,Satisfactory,77,PM10,1
Bagalkot,Good,46,PM10,1
Baghpat,Poor,289,PM10,1
Balasore,Moderate,103,PM10,1
Banswara,Moderate,122,PM10,1
Baran,Moderate,184,O3,1
Barbil,Poor,237,PM10,1
Bareilly,Satisfactory,88,"SO2, PM10",2
Baripada,Satisfactory,84,PM10,1
Barmer,Moderate,153,PM10,1
Barrackpore,Satisfactory,76,PM10,1
Bathinda,Moderate,200,PM10,1
Begusarai,Moderate,144,PM2.5,1
Belapur,Satisfactory,67,PM10,1
Bengaluru,Satisfactory,85,PM10,13
Bettiah,Moderate,127,PM10,1
Bhagalpur,Satisfactory,94,"PM10, PM2.5",2
Bharatpur,Moderate,124,PM10,1
Bhilai,Satisfactory,66,"CO, PM10",3
Bhilwara,Satisfactory,96,PM10,1
Bhiwadi,Poor,219,"O3, PM2.5",2
Bhiwandi,Satisfactory,91,PM10,1
Bhopal,Moderate,129,"O3, PM10",3
Bhubaneswar,Satisfactory,54,"CO, PM10",2
Bikaner,Moderate,121,PM10,1
Bileipada,Poor,224,PM10,1
Boisar,Satisfactory,71,PM10,1
Brajrajnagar,Moderate,155,O3,1
Bulandshahr,Poor,216,PM2.5,1
Bundi,Moderate,115,PM10,1
Buxar,Satisfactory,100,PM10,1
Byasanagar,Satisfactory,90,PM10,1
Byrnihat,Moderate,101,PM2.5,1
Chamarajanagar,Good,46,PM10,1
Chandigarh,Satisfactory,100,"O3, PM10",3
Chandrapur,Moderate,163,O3,1
Chennai,Satisfactory,57,"CO, PM10, PM2.5",7
Chhal,Satisfactory,84,PM10,1
Chikkaballapur,Satisfactory,96,PM10,1
Chikkamagaluru,Satisfactory,60,PM10,1
Chittoor,Moderate,114,PM2.5,1
Chittorgarh,Satisfactory,100,O3,1
Churu,Moderate,129,PM10,1
Coimbatore,Satisfactory,56,"PM10, PM2.5",2
Cuttack,Satisfactory,69,PM10,1
Damoh,Moderate,168,PM2.5,1
Davanagere,Satisfactory,82,PM2.5,1
Dehradun,Satisfactory,93,O3,1
Delhi,Poor,258,PM10,35
Dewas,Moderate,122,PM10,1
Dharwad,Satisfactory,65,PM10,1
Dholpur,Satisfactory,95,PM10,1
Dindigul,Satisfactory,82,PM10,1
Dungarpur,Satisfactory,89,PM10,1
Durgapur,Moderate,153,"O3, PM10",2
Eloor,Satisfactory,72,CO,1
Firozabad,Satisfactory,92,PM10,1
Gadag,Good,43,CO,1
Gandhinagar,Moderate,101,"PM10, PM2.5",3
Gaya,Moderate,115,"PM10, PM2.5",3
Ghaziabad,Poor,250,"PM10, PM2.5",4
Gorakhpur,Moderate,159,PM10,1
Greater Noida,Poor,210,PM10,2
Gummidipoondi,Satisfactory,71,PM10,1
Gurugram,Moderate,135,PM2.5,1
Guwahati,Satisfactory,93,PM10,4
Gwalior,Moderate,126,"O3, PM10, PM2.5",3
Hajipur,Poor,235,PM2.5,1
Haldia,Satisfactory,56,PM10,1
Hanumangarh,Poor,240,PM10,1
