city,level,index,pollutant,stations
Agra,Moderate,190,PM2.5,1
Ahmedabad,Moderate,121,PM10,1
Ajmer,Satisfactory,76,PM10,1
Alwar,Moderate,183,PM2.5,1
Amaravati,Good,27,O3,1
Ambala,Satisfactory,71,PM10,1
Amritsar,Satisfactory,53,PM10,1
Ankleshwar,Satisfactory,61,CO,1
Asanol,Satisfactory,54,PM2.5,1
Baghpat,Moderate,120,PM10,1
Bahadurgarh,Moderate,163,O3,1
Ballabgarh,Satisfactory,74,CO,1
Bathinda,Good,29,NO2,1
Bengaluru,Good,38,"CO, PM10, PM2.5",7
Bhiwadi,Moderate,123,PM10,1
Bhiwani,Satisfactory,73,PM2.5,1
Bulandshahr,Satisfactory,74,PM10,1
Chandrapur,Good,38,"O3, PM10",2
Chennai,Satisfactory,77,"CO, PM2.5",2
Chikkaballapur,Good,42,PM10,1
Coimbatore,Satisfactory,71,CO,1
Delhi,Moderate,105,"PM10, PM2.5",33
Dewas,Good,33,PM10,1
Dharuhera,Moderate,105,CO,1
Eloor,Good,21,O3,1
Faridabad,Satisfactory,51,CO,1
Fatehabad,Good,50,PM10,1
Gandhinagar,Satisfactory,69,PM10,1
Ghaziabad,Moderate,108,"NO2, PM10",3
Greater Noida,Moderate,114,PM10,2
Gurugram,Satisfactory,62,PM2.5,1
Haldia,Good,47,PM10,1
Hisar,Satisfactory,83,PM10,1
Howrah,Moderate,101,"PM10, PM2.5",2
Hyderabad,Good,27,"O3, NO2, PM10",3
Jaipur,Satisfactory,72,PM10,3
Jalandhar,Satisfactory,84,PM10,1
Jind,Satisfactory,92,PM10,1
Jodhpur,Moderate,118,PM10,1
Jorapokhar,Satisfactory,79,CO,1
Kaithal,Satisfactory,72,PM2.5,1
Kalaburagi,Good,11,O3,1
Kanpur,Satisfactory,71,CO,1
Karnal,Satisfactory,69,PM10,1
Khanna,Satisfactory,69,PM10,1
Kolkata,Satisfactory,72,"CO, PM10, PM2.5",4
Kota,Satisfactory,86,PM2.5,1
Kurukshetra,Satisfactory,54,PM10,1
Loni Dehat,Moderate,126,PM10,1
Lucknow,Satisfactory,86,"O3, CO, PM2.5",4
Ludhiana,Satisfactory,75,PM2.5,1
Maihar,Good,25,CO,1
Mandi Gobindgarh,Satisfactory,53,PM10,1
Mandideep,Satisfactory,51,PM10,1
Mandikhera,Satisfactory,97,CO,1
Moradabad,Satisfactory,96,PM10,1
Mumbai,Good,44,"O3, CO, PM10",9
Muzaffarnagar,Satisfactory,80,PM10,1
Mysuru,Good,31,CO,1
Navi Mumbai,Good,35,PM10,1
Noida,Satisfactory,95,PM10,3
Pali,Satisfactory,97,PM10,1
Palwal,Satisfactory,71,PM2.5,1
Panchkula,Satisfactory,68,PM2.5,1
Panipat,Satisfactory,93,PM10,1
Patiala,Good,42,PM10,1
Patna,Satisfactory,67,CO,1
Pithampur,Good,32,PM10,1
Pune,Satisfactory,74,SO2,1
Rajamahendravaram,Good,42,O3,1
Ratlam,Satisfactory,56,PM10,1
Rohtak,Satisfactory,97,CO,1
Satna,Satisfactory,61,PM10,1
Siliguri,Good,42,PM10,1
Sirsa,Moderate,166,PM2.5,1
Solapur,Good,42,PM10,1
Sonipat,Moderate,101,PM2.5,1
Talcher,Satisfactory,87,CO,1
Thane,Good,17,CO,1
Thiruvananthapuram,Satisfactory,52,PM10,1
Tirupati,Good,29,NO2,1
Udaipur,Satisfactory,97,PM10,1
Vapi,Good,50,PM10,1
Vatva,Moderate,120,NO2,1
Vijayawada,Good,19,PM10,1
Visakhapatnam,Satisfactory,69,PM10,1
Yamunanagar,Satisfactory,77,O3,1
