city,level,index,pollutant,stations
Agartala,Moderate,140,PM10,1
Agra,Satisfactory,64,PM10,6
Ahmedabad,Moderate,125,"O3, PM10",7
Ahmednagar,Satisfactory,94,O3,1
Aizawl,Good,37,PM10,1
Ajmer,Satisfactory,86,PM10,1
Akola,Satisfactory,83,O3,1
Alwar,Satisfactory,95,PM10,1
Amaravati,Good,27,PM10,1
Ambala,Satisfactory,76,PM10,1
Ambernath,Satisfactory,56,PM10,1
Amravati,Satisfactory,76,O3,2
Amritsar,Satisfactory,93,PM10,1
Anantapur,Satisfactory,55,PM2.5,1
Angul,Satisfactory,71,PM10,1
Araria,Satisfactory,68,PM10,1
Arrah,Good,50,CO,1
Asansol,Satisfactory,55,"CO, SO2, PM10",4
Aurangabad (Bihar),Moderate,102,CO,1
Aurangabad (Maharashtra),Satisfactory,75,PM10,3
Baddi,Moderate,113,O3,1
Badlapur,Satisfactory,81,PM10,1
Bagalkot,Satisfactory,56,PM10,1
Baghpat,Satisfactory,84,O3,1
Bahadurgarh,Moderate,118,PM2.5,1
Balasore,Good,47,O3,1
Ballabgarh,Moderate,105,PM10,1
Banswara,Moderate,149,PM10,1
Baran,Moderate,160,O3,1
Barbil,Satisfactory,72,PM10,1
Bareilly,Satisfactory,56,"O3, CO",2
Baripada,Good,49,PM10,1
Barmer,Moderate,102,PM10,1
Barrackpore,Good,47,PM10,1
Bathinda,Satisfactory,78,CO,1
Begusarai,Moderate,104,PM10,1
Belapur,Moderate,118,PM10,1
Belgaum,Good,41,NO2,1
Bengaluru,Satisfactory,83,PM10,6
Bettiah,Good,33,PM2.5,1
Bhagalpur,Satisfactory,72,"CO, PM10",2
Bharatpur,Moderate,154,O3,1
Bhavnagar,Moderate,107,PM10,1
Bhilai,Good,42,"O3, PM10",2
Bhilwara,Moderate,113,PM10,1
Bhiwadi,Satisfactory,93,PM10,2
Bhiwandi,Moderate,101,PM10,1
Bhiwani,Satisfactory,57,PM2.5,1
Bhopal,Satisfactory,76,PM10,2
Bhubaneswar,Satisfactory,65,CO,2
Bihar Sharif,Good,43,PM2.5,1
Bikaner,Moderate,153,O3,1
Bilaspur,Satisfactory,71,PM10,1
Bileipada,Satisfactory,71,PM2.5,1
Boisar,Satisfactory,91,PM10,1
Bulandshahr,Satisfactory,65,PM10,1
Bundi,Moderate,123,O3,1
Buxar,Satisfactory,54,PM2.5,1
Byrnihat (Assam),Moderate,177,PM2.5,1
Byrnihat (Meghalaya),Moderate,146,PM10,1
Chamarajanagar,Good,37,PM10,1
Chandigarh,Satisfactory,56,"O3, CO, PM10",3
Chandrapur,Moderate,127,"O3, PM10",2
Charkhi Dadri,Satisfactory,93,PM2.5,1
Chennai,Good,30,"O3, CO, PM10",6
Chhapra,Good,39,PM10,1
Chikkaballapur,Good,37,PM10,1
Chikkamagaluru,Good,29,PM2.5,1
Chittorgarh,Moderate,102,O3,1
Churu,Moderate,114,PM10,1
Coimbatore,Good,48,"CO, PM2.5",2
Cuddalore,Good,12,PM10,1
Cuttack,Satisfactory,68,CO,1
Dausa,Moderate,177,O3,1
