city,level,index,pollutant,stations
Agra,Satisfactory,89,PM2.5,1
Ahmedabad,Moderate,113,PM10,1
Ajmer,Poor,211,PM2.5,1
Alwar,Satisfactory,98,PM10,1
Amaravati,Good,31,O3,1
Ambala,Satisfactory,67,PM10,1
Amritsar,Satisfactory,69,PM10,1
Ankleshwar,Satisfactory,84,PM10,1
Aurangabad,Satisfactory,62,PM10,1
Bahadurgarh,Moderate,127,PM10,1
Ballabgarh,Moderate,138,PM2.5,1
Bathinda,Satisfactory,100,CO,1
Bengaluru,Satisfactory,81,"O3, PM10, PM2.5",10
Bhiwadi,Moderate,148,PM10,1
Bhiwani,Moderate,109,O3,1
Bhopal,Satisfactory,87,O3,1
Bulandshahr,Moderate,150,O3,1
Chandigarh,Satisfactory,51,PM10,1
Chandrapur,Satisfactory,64,"O3, PM10",2
Chennai,Satisfactory,59,"O3, CO, PM2.5",3
Chikkaballapur,Satisfactory,88,PM10,1
Chikkamagaluru,Satisfactory,55,PM10,1
Damoh,Satisfactory,66,PM10,1
Delhi,Moderate,173,"PM10, PM2.5",36
Dewas,Moderate,118,O3,1
Dharuhera,Moderate,152,PM10,1
Eloor,Satisfactory,74,PM10,1
Faridabad,Moderate,180,PM2.5,4
Fatehabad,Satisfactory,71,PM10,1
Gandhinagar,Satisfactory,97,PM10,1
Gaya,Moderate,114,"PM10, PM2.5",2
Ghaziabad,Moderate,188,"PM10, PM2.5",4
Greater Noida,Poor,213,PM10,1
Gurugram,Moderate,119,"NO2, PM10",2
Guwahati,Moderate,126,PM2.5,1
Gwalior,Satisfactory,94,"O3, PM10",2
Hajipur,Moderate,142,PM10,1
Hapur,Moderate,126,PM10,1
Hisar,Satisfactory,95,PM10,1
Howrah,Moderate,112,"O3, PM10",3
Hubballi,Satisfactory,69,PM10,1
Hyderabad,Satisfactory,76,"PM10, PM2.5",6
Indore,Moderate,104,PM10,1
Jabalpur,Moderate,102,PM10,1
Jaipur,Moderate,171,PM10,3
Jalandhar,Satisfactory,58,PM10,1
Jind,Satisfactory,77,PM10,1
Jodhpur,Poor,294,PM10,1
Kaithal,Satisfactory,76,PM10,1
Kalyan,Moderate,111,PM10,1
Kanpur,Moderate,125,PM2.5,1
Karnal,Satisfactory,83,PM10,1
Katni,Moderate,124,PM10,1
Khanna,Good,46,PM10,1
Kochi,Satisfactory,92,PM10,1
Kolkata,Moderate,108,"O3, PM10, PM2.5",7
Kollam,Satisfactory,73,PM2.5,1
Kota,Satisfactory,59,PM10,1
Kozhikode,Satisfactory,52,PM10,1
Kurukshetra,Satisfactory,83,PM10,1
Lucknow,Moderate,111,PM2.5,4
Ludhiana,Satisfactory,63,PM10,1
Maihar,Good,50,PM10,1
Mandi Gobindgarh,Satisfactory,94,PM10,1
Mandideep,Satisfactory,58,PM10,1
Mandikhera,Moderate,115,PM10,1
Manesar,Moderate,128,PM10,1
Meerut,Moderate,131,PM10,3
Mumbai,Satisfactory,84,"CO, PM10",10
Muzaffarnagar,Moderate,124,PM2.5,1
Muzaffarpur,Poor,235,PM2.5,1
Nandesari,Moderate,110,CO,1
Nashik,Moderate,135,O3,1
Navi Mumbai,Satisfactory,93,"CO, PM10",3
Noida,Moderate,152,PM10,4
Pali,Poor,263,PM10,1
Panchkula,Satisfactory,58,CO,1
Panipat,Moderate,145,PM10,1
Patiala,Satisfactory,56,PM10,1
Patna,Moderate,156,"NO2, PM10, PM2.5",6
Pithampur,Moderate,106,PM10,1
Pune,Satisfactory,83,CO,1
Rajamahendravaram,Good,45,PM10,1
Ramanagara,Satisfactory,54,PM10,1
Ratlam,Satisfactory,96,PM10,1
Rohtak,Moderate,122,PM2.5,1
Rupnagar,Good,50,PM10,1
Sagar,Satisfactory,55,PM10,1
Satna,Satisfactory,86,PM10,1
Shillong,Satisfactory,69,PM2.5,1
Siliguri,Moderate,193,PM2.5,1
Singrauli,Satisfactory,65,PM10,1
Sirsa,Satisfactory,65,PM10,1
Solapur,Satisfactory,84,CO,1
Sonipat,Moderate,160,PM10,1
Talcher,Satisfactory,82,SO2,1
Thane,Satisfactory,78,PM10,1
Thiruvananthapuram,Satisfactory,70,O3,2
Tirupati,Satisfactory,54,PM10,1
Udaipur,Satisfactory,95,PM10,1
Ujjain,Moderate,111,O3,1
Vapi,Moderate,118,PM2.5,1
Varanasi,Satisfactory,68,PM2.5,1
Vatva,Moderate,125,PM10,1
Visakhapatnam,Satisfactory,55,PM10,1
Yadgir,Good,41,PM2.5,1
Yamunanagar,Moderate,101,PM10,1
