city,level,index,pollutant,stations
Agartala,Moderate,172,PM2.5,1
Agra,Very Poor,302,PM2.5,1
Ahmedabad,Moderate,116,PM10,1
Aizawl,Satisfactory,72,PM10,1
Ajmer,Satisfactory,94,PM10,1
Alwar,Moderate,101,PM10,1
Amaravati,Good,31,PM10,1
Ambala,Poor,246,PM10,1
Amritsar,Moderate,101,PM10,1
Ankleshwar,Moderate,167,PM2.5,1
Asansol,Moderate,185,PM2.5,1
Aurangabad,Satisfactory,89,PM2.5,1
Bagalkot,Good,37,NO2,1
Baghpat,Very Poor,311,PM2.5,1
Bahadurgarh,Poor,276,PM2.5,1
Ballabgarh,Moderate,152,PM10,1
Bathinda,Moderate,123,PM2.5,1
Bengaluru,Satisfactory,52,"O3, PM10",10
Bhiwadi,Very Poor,326,PM2.5,1
Bhiwani,Moderate,154,PM10,1
Bhopal,Moderate,192,PM2.5,1
Brajrajnagar,Moderate,153,PM2.5,1
Bulandshahr,Very Poor,326,PM2.5,1
Chamarajanagar,Satisfactory,60,PM2.5,1
Chandigarh,Moderate,108,PM10,1
Chandrapur,Satisfactory,58,PM10,2
Chennai,Satisfactory,53,"O3, PM10, PM2.5",6
Chikkaballapur,Good,48,PM10,1
Chikkamagaluru,Good,44,PM10,1
Damoh,Moderate,130,PM2.5,1
Delhi,Poor,296,PM2.5,38
Dewas,Moderate,137,PM2.5,1
Dharuhera,Poor,265,PM10,1
Eloor,Good,35,CO,1
Ernakulam,Moderate,102,CO,1
Faridabad,Poor,297,PM2.5,4
Fatehabad,Very Poor,360,PM2.5,1
Gandhinagar,Satisfactory,85,PM10,1
Gaya,Satisfactory,93,PM2.5,1
Ghaziabad,Very Poor,325,PM2.5,4
Greater Noida,Very Poor,314,PM2.5,2
Gurugram,Poor,275,PM2.5,4
Guwahati,Moderate,179,PM2.5,1
Gwalior,Poor,297,PM2.5,1
Hajipur,Moderate,113,PM2.5,1
Hapur,Poor,206,PM10,1
Hisar,Very Poor,341,PM2.5,1
Howrah,Moderate,143,"PM10, PM2.5",3
Hubballi,Satisfactory,73,PM10,1
Hyderabad,Satisfactory,62,"O3, NO2, PM10",5
Indore,Moderate,138,PM2.5,1
Jabalpur,Moderate,183,PM2.5,1
Jaipur,Moderate,131,"PM10, PM2.5",3
Jalandhar,Moderate,121,PM10,1
Jind,Poor,294,PM2.5,1
Jodhpur,Moderate,121,PM2.5,1
Jorapokhar,Satisfactory,73,PM10,1
Kaithal,Moderate,157,PM2.5,1
Kalaburgi,Good,44,PM10,1
Kalyan,Moderate,119,PM2.5,1
Kannur,Satisfactory,60,PM10,1
Kanpur,Poor,254,PM2.5,1
Karnal,Moderate,192,PM2.5,1
Katni,Moderate,158,PM2.5,1
Khanna,Moderate,110,PM10,1
Kochi,Satisfactory,94,CO,1
Kolkata,Moderate,130,"PM10, PM2.5",7
Kollam,Good,49,PM2.5,1
Kota,Moderate,155,PM2.5,1
Kozhikode,Satisfactory,60,PM10,1
Kurukshetra,Poor,274,PM2.5,1
Lucknow,Poor,220,PM2.5,4
Ludhiana,Moderate,131,PM10,1
Maihar,Good,49,PM10,1
Mandideep,Satisfactory,69,PM10,1
Mandikhera,Satisfactory,86,PM2.5,1
Manesar,Poor,257,PM2.5,1
Medikeri,Good,34,O3,1
Meerut,Poor,292,PM2.5,3
Moradabad,Poor,262,PM2.5,1
Mumbai,Moderate,141,"PM10, PM2.5",17
Muzaffarnagar,Poor,255,PM2.5,1
Muzaffarpur,Very Poor,346,PM2.5,1
Mysuru,Good,32,O3,1
Nagpur,Satisfactory,69,CO,1
Nandesari,Moderate,162,CO,1
Narnaul,Poor,207,PM2.5,1
Nashik,Satisfactory,61,PM2.5,1
Navi Mumbai,Moderate,130,PM2.5,2
Noida,Very Poor,306,PM2.5,4
Pali,Moderate,106,PM10,1
Palwal,Moderate,150,PM10,1
Panchkula,Poor,210,PM2.5,1
Panipat,Poor,205,PM10,1
Patiala,Moderate,130,PM10,1
Patna,Poor,223,"PM10, PM2.5",6
Pithampur,Moderate,171,PM2.5,1
Pune,Satisfactory,62,"O3, PM2.5",2
Rajamahendravaram,Satisfactory,83,PM10,1
Ratlam,Moderate,125,PM2.5,1
Rohtak,Poor,224,PM2.5,1
Rupnagar,Moderate,137,PM2.5,1
Sagar,Satisfactory,78,PM2.5,1
Satna,Satisfactory,61,PM10,1
Shillong,Satisfactory,63,PM2.5,1
Shivamogga,Satisfactory,51,PM10,1
Siliguri,Moderate,176,PM2.5,1
Singrauli,Moderate,185,PM2.5,1
Sirsa,Poor,225,PM2.5,1
Solapur,Satisfactory,78,PM10,1
Sonipat,Moderate,158,PM2.5,1
Talcher,Moderate,107,PM10,1
Thane,Moderate,136,PM10,1
Thiruvananthapuram,Satisfactory,52,"CO, PM10",2
Thoothukudi,Good,36,O3,1
Thrissur,Satisfactory,54,PM10,1
Tirupati,Good,28,PM10,1
Udaipur,Satisfactory,100,PM10,1
Ujjain,Moderate,185,O3,1
Vapi,Moderate,130,PM10,1
Varanasi,Moderate,103,O3,1
Vatva,Moderate,106,PM10,1
Vijayapura,Good,40,PM2.5,1
Visakhapatnam,Moderate,132,PM10,1
Yamunanagar,Very Poor,329,PM2.5,1
