city,level,index,pollutant,stations
Agra,Very Poor,364,PM2.5,1
Ahmedabad,Moderate,192,PM2.5,1
Ajmer,Poor,214,PM2.5,1
Alwar,Satisfactory,90,PM2.5,1
Amritsar,Moderate,131,PM10,1
Asanol,Moderate,154,PM2.5,1
Aurangabad,Moderate,128,PM10,1
Baghpat,Very Poor,359,PM2.5,1
Bathinda,Moderate,109,PM10,1
Bengaluru,Satisfactory,95,"PM10, PM2.5",8
Bhiwadi,Severe,404,PM2.5,1
Bulandshahr,Very Poor,393,PM2.5,1
Chandrapur,Moderate,155,"O3, PM2.5",2
Chennai,Satisfactory,84,PM2.5,3
Chikkaballapur,Satisfactory,92,PM2.5,1
Delhi,Very Poor,358,PM2.5,34
Dewas,Moderate,189,O3,1
Faridabad,Very Poor,338,PM2.5,1
Gaya,Very Poor,325,PM2.5,1
Ghaziabad,Severe,404,PM2.5,1
Greater Noida,Very Poor,375,PM2.5,1
Gurugram,Poor,216,PM2.5,1
Haldia,Satisfactory,97,PM10,1
Hapur,Severe,402,PM2.5,1
Howrah,Poor,208,PM2.5,2
Hubballi,Satisfactory,86,PM10,1
Hyderabad,Moderate,148,PM2.5,5
Jaipur,Moderate,200,"PM10, PM2.5",3
Jalandhar,Moderate,192,PM2.5,1
Jodhpur,Poor,217,PM2.5,1
Jorapokhar,Very Poor,313,PM10,1
Kanpur,Very Poor,312,PM2.5,1
Khanna,Satisfactory,99,PM10,1
Kolkata,Poor,223,PM2.5,2
Kota,Poor,231,PM2.5,1
Lucknow,Very Poor,315,PM2.5,3
Ludhiana,Moderate,121,PM10,1
Mandi Gobindgarh,Poor,233,PM2.5,1
Mandideep,Moderate,194,PM2.5,1
Moradabad,Moderate,197,PM2.5,1
Mumbai,Moderate,148,PM10,1
Muzaffarnagar,Very Poor,377,PM2.5,1
Muzaffarpur,Poor,299,PM2.5,1
Nagpur,Poor,220,PM2.5,1
Nashik,Moderate,173,O3,1
Navi Mumbai,Moderate,146,PM10,1
Noida,Very Poor,366,PM2.5,2
Pali,Poor,217,PM2.5,1
Panchkula,Moderate,163,PM2.5,1
Patiala,Moderate,136,PM2.5,1
Patna,Very Poor,331,PM2.5,1
Pithampur,Moderate,178,PM2.5,1
Pune,Moderate,195,PM2.5,1
Rajamahendravaram,Moderate,145,PM2.5,1
Rohtak,Moderate,142,PM2.5,1
Rupnagar,Moderate,185,PM2.5,1
Satna,Moderate,111,PM10,1
Siliguri,Moderate,133,PM10,1
Singrauli,Poor,300,PM2.5,1
Solapur,Moderate,178,PM10,1
Talcher,Very Poor,313,PM10,1
Thane,Moderate,177,PM10,1
Thiruvananthapuram,Moderate,190,PM2.5,1
Tirupati,Satisfactory,81,PM10,1
Udaipur,Poor,202,PM2.5,1
Ujjain,Poor,201,PM2.5,1
Varanasi,Very Poor,344,PM2.5,1
Vijayawada,Satisfactory,79,PM10,1
