city,level,index,pollutant,stations
Agartala,Good,49,SO2,1
Agra,Satisfactory,51,"PM10, PM2.5",6
Ahmedabad,Satisfactory,62,"O3, NO2, PM2.5",7
Ahmednagar,Satisfactory,51,PM10,1
Aizawl,Good,21,PM10,1
Ajmer,Satisfactory,62,PM10,1
Akola,Good,44,PM10,1
Alwar,Satisfactory,63,PM10,1
Amaravati,Good,44,CO,1
Ambala,Satisfactory,57,PM2.5,1
Amravati,Good,33,PM10,1
Amritsar,Satisfactory,78,PM10,1
Anantapur,Satisfactory,62,PM10,1
Angul,Satisfactory,72,PM2.5,1
Ankleshwar,Satisfactory,51,CO,1
Ariyalur,Good,38,SO2,1
Arrah,Good,41,PM2.5,1
Asansol,Good,50,"CO, SO2, PM10",4
Aurangabad (Bihar),Good,41,O3,1
Aurangabad (Maharashtra),Good,38,"O3, PM10",2
Baddi,Satisfactory,76,PM2.5,1
Badlapur,Good,39,PM10,1
Bagalkot,Good,43,PM10,1
Baghpat,Satisfactory,90,PM10,1
Bahadurgarh,Satisfactory,80,PM2.5,1
Balasore,Satisfactory,87,CO,1
Ballabgarh,Moderate,118,PM10,1
Banswara,Good,37,PM10,1
Baran,Good,37,PM10,1
Barbil,Satisfactory,65,PM10,1
Bareilly,Good,22,SO2,2
Baripada,Very Poor,328,O3,1
Barrackpore,Good,43,PM10,1
Bathinda,Moderate,120,PM2.5,1
Belapur,Good,31,CO,1
Belgaum,Good,37,CO,1
Bengaluru,Good,43,"O3, CO, PM10",12
Bhagalpur,Satisfactory,83,"PM10, PM2.5",2
Bharatpur,Moderate,173,CO,1
Bhilai,Satisfactory,57,PM10,3
Bhilwara,Good,45,PM2.5,1
Bhiwadi,Moderate,138,PM10,2
Bhiwandi,Good,41,PM10,1
Bhiwani,Satisfactory,71,PM10,1
Bhopal,Satisfactory,71,"NO2, PM10",3
Bhubaneswar,Good,34,O3,1
Bidar,Satisfactory,59,CO,1
Bihar Sharif,Good,31,NO2,1
Bikaner,Satisfactory,96,PM10,1
Bilaspur,Satisfactory,54,PM10,1
Bileipada,Satisfactory,92,PM10,1
Boisar,Good,42,PM10,1
Brajrajnagar,Satisfactory,55,CO,1
Bulandshahr,Moderate,109,PM10,1
Bundi,Good,49,PM10,1
Buxar,Satisfactory,86,PM10,1
Byasanagar,Good,29,O3,1
Byrnihat,Moderate,120,PM10,1
Chamarajanagar,Good,44,PM10,1
Chandigarh,Satisfactory,72,"PM10, PM2.5",3
Chandrapur,Good,32,O3,1
Charkhi Dadri,Satisfactory,70,PM2.5,1
Chennai,Satisfactory,68,"O3, CO, PM2.5",7
Chhal,Good,38,NO2,1
Chhapra,Satisfactory,56,SO2,1
Chikkaballapur,Good,23,O3,1
Chittoor,Good,40,PM10,1
Chittorgarh,Satisfactory,96,PM10,1
Churu,Satisfactory,72,O3,1
Coimbatore,Good,41,SO2,1
Cuddalore,Good,18,"NO2, PM10",2
Cuttack,Good,21,O3,1
Damoh,Good,42,SO2,1
Dausa,Satisfactory,57,PM10,1
Davanagere,Good,45,CO,1
