city,level,index,pollutant,stations
Agra,Poor,286,PM2.5,1
Bengaluru,Moderate,192,"O3, PM2.5",3
Chennai,Moderate,158,PM2.5,2
Delhi,Very Poor,313,PM2.5,5
Faridabad,Very Poor,302,PM2.5,1
Gaya,Moderate,200,PM2.5,1
Haldia,Moderate,103,PM10,1
Hyderabad,Moderate,116,PM2.5,2
Jaipur,Poor,201,PM2.5,1
Kanpur,Very Poor,315,PM2.5,1
Lucknow,Very Poor,329,PM2.5,2
Mumbai,Good,44,PM2.5,1
Muzaffarpur,Very Poor,339,PM2.5,1
Navi Mumbai,Moderate,101,PM10,1
Panchkula,Satisfactory,89,PM2.5,1
Pune,Moderate,133,PM2.5,1
Solapur,Moderate,132,PM10,1
Varanasi,Very Poor,375,PM10,1
