city,level,index,pollutant,stations
Agartala,Moderate,200,PM2.5,1
Agra,Satisfactory,77,"NO2, PM10",6
Ahmedabad,Moderate,112,"PM10, PM2.5",8
Aizawl,Good,20,PM10,1
Ajmer,Satisfactory,93,PM10,1
Akola,Moderate,166,PM10,1
Alwar,Satisfactory,97,PM10,1
Amaravati,Poor,262,PM2.5,1
Ambala,Moderate,177,PM2.5,1
Amravati,Moderate,109,PM10,2
Amritsar,Poor,252,PM2.5,1
Anantapur,Moderate,111,PM10,1
Angul,Poor,241,PM2.5,1
Ankleshwar,Moderate,128,PM2.5,1
Araria,Very Poor,301,PM2.5,1
Ariyalur,Satisfactory,78,PM10,1
Arrah,Very Poor,311,PM2.5,1
Asansol,Moderate,144,PM2.5,1
Aurangabad (Bihar),Satisfactory,83,PM10,1
Aurangabad (Maharashtra),Poor,225,"PM10, PM2.5",3
Badlapur,Moderate,159,PM10,1
Bagalkot,Satisfactory,54,PM10,1
Baghpat,Poor,261,PM2.5,1
Bahadurgarh,Poor,260,PM2.5,1
Balasore,Poor,261,PM2.5,1
Ballabgarh,Very Poor,320,PM2.5,1
Banswara,Satisfactory,94,O3,1
Baran,Moderate,107,PM10,1
Barbil,Moderate,158,PM2.5,1
Bareilly,Moderate,146,"PM10, PM2.5",2
Barmer,Satisfactory,85,PM10,1
Barrackpore,Poor,258,PM2.5,1
Bathinda,Satisfactory,77,PM2.5,1
Belapur,Moderate,108,PM10,1
Belgaum,Satisfactory,86,PM2.5,1
Bengaluru,Moderate,121,"PM10, PM2.5",12
Bettiah,Moderate,103,PM2.5,1
Bhagalpur,Very Poor,334,PM2.5,2
Bhilai,Satisfactory,92,PM10,3
Bhiwadi,Poor,274,PM2.5,1
Bhiwandi,Moderate,140,PM10,1
Bhiwani,Poor,208,PM2.5,1
Bhopal,Moderate,164,PM2.5,3
Bhubaneswar,Poor,294,PM2.5,2
Bidar,Moderate,161,PM2.5,1
Bihar Sharif,Moderate,150,PM10,1
Bikaner,Poor,220,PM10,1
Bilaspur,Moderate,113,PM2.5,1
Brajrajnagar,Satisfactory,95,PM10,1
Bulandshahr,Poor,207,PM2.5,1
Bundi,Moderate,130,PM10,1
Byasanagar,Moderate,126,O3,1
Byrnihat,Poor,243,PM2.5,1
Chamarajanagar,Good,40,PM10,1
Chandigarh,Poor,300,PM2.5,3
Chandrapur,Moderate,113,PM2.5,1
Charkhi Dadri,Moderate,155,PM2.5,1
Chengalpattu,Moderate,117,PM2.5,1
Chennai,Satisfactory,96,"PM10, PM2.5",8
Chhal,Satisfactory,68,PM10,1
Chhapra,Poor,267,PM2.5,1
Chikkaballapur,Moderate,142,PM2.5,1
Chikkamagaluru,Satisfactory,72,PM2.5,1
Chittoor,Moderate,192,PM2.5,1
Chittorgarh,Moderate,155,PM2.5,1
Churu,Moderate,143,PM2.5,1
Cuttack,Poor,287,PM2.5,1
Damoh,Satisfactory,70,PM10,1
Dausa,Poor,201,PM2.5,1
Davanagere,Moderate,150,PM2.5,1
Dehradun,Moderate,189,PM2.5,1
Delhi,Poor,285,PM2.5,36
Dewas,Moderate,115,PM2.5,1
Dharuhera,Moderate,153,PM10,1
Dharwad,Satisfactory,89,CO,1
Dholpur,Moderate,107,O3,1
Dhule,Moderate,189,PM2.5,1
Durgapur,Moderate,120,PM2.5,1
Eloor,Satisfactory,56,O3,1
Faridabad,Poor,228,PM2.5,3
Fatehabad,Moderate,183,PM2.5,1
Firozabad,Moderate,104,PM2.5,2
Gadag,Moderate,116,PM2.5,1
Gandhinagar,Satisfactory,59,PM10,2
Gangtok,Satisfactory,51,SO2,1
Gaya,Poor,261,"PM10, PM2.5",3
Ghaziabad,Poor,236,PM2.5,4
Gorakhpur,Moderate,104,PM2.5,1
Greater Noida,Poor,241,PM2.5,2
Gummidipoondi,Moderate,160,PM2.5,1
Gurugram,Moderate,184,PM2.5,4
Guwahati,Moderate,169,PM2.5,4
Gwalior,Poor,217,"PM10, PM2.5",4
Hajipur,Poor,232,PM10,1
Haldia,Moderate,132,PM10,1
Hanumangarh,Very Poor,327,PM2.5,1
Hapur,Poor,211,PM2.5,1
Hassan,Satisfactory,89,PM2.5,1
Haveri,Poor,208,PM2.5,1
Hisar,Moderate,120,PM2.5,1
Howrah,Poor,244,PM2.5,3
Hubballi,Moderate,104,PM10,1
Hyderabad,Moderate,127,"O3, PM2.5",12
Imphal,Moderate,104,PM2.5,1
Indore,Moderate,104,PM2.5,1
Jabalpur,Moderate,138,PM2.5,4
Jaipur,Moderate,181,"PM10, PM2.5",4
Jaisalmer,Moderate,153,PM10,1
Jalandhar,Poor,209,PM2.5,1
Jalgaon,Satisfactory,82,O3,1
Jalna,Satisfactory,96,PM10,1
Jalore,Moderate,134,PM10,1
Jhalawar,Moderate,150,PM2.5,1
Jhansi,Moderate,120,PM10,1
Jhunjhunu,Poor,221,PM2.5,1
Jind,Moderate,119,PM10,1
Jodhpur,Moderate,121,PM10,5
Kadapa,Satisfactory,81,PM2.5,1
Kaithal,Moderate,124,PM10,1
Kalaburagi,Satisfactory,72,O3,1
Kalyan,Satisfactory,95,PM10,1
Kanchipuram,Satisfactory,79,PM10,1
Kannur,Satisfactory,55,PM10,1
Kanpur,Moderate,128,"PM10, PM2.5",3
Karauli,Satisfactory,69,PM2.5,1
Karnal,Moderate,168,PM2.5,1
Kashipur,Moderate,113,PM10,1
Katihar,Very Poor,381,PM2.5,1
Katni,Moderate,178,PM2.5,1
Keonjhar,Poor,265,PM2.5,1
Khanna,Moderate,193,PM2.5,1
Khurja,Moderate,110,PM2.5,1
Kishanganj,Moderate,194,PM10,1
Kochi,Moderate,124,PM2.5,1
Kohima,Satisfactory,81,SO2,1
Kolar,Moderate,123,PM10,1
Kolhapur,Moderate,164,"O3, PM10",2
Kolkata,Poor,236,PM2.5,6
Kollam,Moderate,117,PM2.5,1
Koppal,Satisfactory,92,O3,1
Korba,Satisfactory,68,"NO2, PM10",2
Kota,Poor,236,PM2.5,3
Kunjemura,Satisfactory,81,PM10,1
Kurukshetra,Moderate,174,PM2.5,1
Latur,Moderate,116,O3,1
Lucknow,Moderate,196,PM2.5,6
Ludhiana,Poor,237,PM2.5,1
Madikeri,Good,49,PM2.5,1
Mahad,Moderate,154,PM2.5,1
Maihar,Good,39,PM10,1
Mandi Gobindgarh,Moderate,113,PM10,1
Mandideep,Moderate,115,PM10,1
Mandikhera,Satisfactory,83,PM10,1
Manesar,Moderate,108,PM10,1
Mangalore,Moderate,118,PM2.5,1
Manguraha,Satisfactory,62,PM10,1
Meerut,Poor,238,PM2.5,2
Milupara,Satisfactory,72,O3,1
Moradabad,Moderate,194,PM2.5,6
Motihari,Moderate,185,PM2.5,1
Mumbai,Moderate,134,"O3, PM2.5",28
Munger,Moderate,152,PM2.5,1
Muzaffarnagar,Very Poor,325,PM2.5,1
Muzaffarpur,Poor,238,PM2.5,3
Mysuru,Satisfactory,78,PM10,1
Nagaon,Moderate,115,PM10,1
Nagaur,Moderate,131,PM10,1
Nagpur,Satisfactory,91,"O3, PM10, PM2.5",4
Nalbari,Moderate,173,PM2.5,1
Nanded,Moderate,114,O3,1
Narnaul,Moderate,105,PM10,1
Nashik,Moderate,101,"PM10, PM2.5",3
Navi Mumbai,Moderate,158,"O3, NO2",7
Nayagarh,Moderate,138,PM2.5,1
Noida,Poor,208,PM2.5,3
Ooty,Good,22,PM2.5,1
Pali,Poor,234,PM2.5,1
Palkalaiperur,Satisfactory,76,PM10,1
Palwal,Satisfactory,73,PM10,1
Panchkula,Moderate,197,PM2.5,1
Panipat,Moderate,165,PM2.5,1
Parbhani,Satisfactory,95,PM10,1
Patiala,Moderate,123,PM10,1
Patna,Poor,268,PM2.5,6
Pithampur,Moderate,138,PM2.5,1
Pratapgarh,Moderate,115,PM10,1
Prayagraj,Moderate,103,PM2.5,2
Puducherry,Satisfactory,98,PM2.5,1
Pune,Moderate,168,"O3, PM2.5",8
Purnia,Poor,261,PM2.5,1
Raichur,Moderate,144,PM10,1
Raipur,Moderate,108,"NO2, PM10, PM2.5",4
Rairangpur,Poor,226,PM2.5,1
Rajamahendravaram,Poor,244,PM2.5,1
Rajgir,Poor,283,PM2.5,1
Rajsamand,Moderate,123,PM2.5,1
Ramanagara,Moderate,113,PM2.5,1
Ramanathapuram,Satisfactory,81,PM2.5,1
Ratlam,Satisfactory,95,PM10,1
Rishikesh,Satisfactory,100,PM2.5,1
Rohtak,Moderate,180,PM2.5,1
Rourkela,Moderate,130,PM2.5,3
Rupnagar,Poor,253,PM2.5,1
Sagar,Moderate,109,"PM10, PM2.5",2
Saharsa,Very Poor,311,PM2.5,1
Salem,Moderate,122,PM2.5,1
Sangli,Moderate,149,PM2.5,1
Sasaram,Moderate,151,PM2.5,1
Satna,Satisfactory,81,O3,1
Sawai Madhopur,Moderate,164,PM10,1
Shillong,Satisfactory,72,"O3, PM2.5",2
Shivamogga,Satisfactory,66,PM10,1
Sikar,Poor,235,PM10,1
Silchar,Good,33,CO,1
Siliguri,Satisfactory,80,PM10,1
Singrauli,Moderate,181,PM10,1
Sirohi,Satisfactory,95,PM10,1
Sirsa,Satisfactory,80,PM2.5,1
Sivasagar,Good,48,PM2.5,1
Siwan,Moderate,118,CO,1
Solapur,Moderate,111,PM10,3
Sonipat,Moderate,142,PM2.5,1
Sri Ganganagar,Poor,266,PM10,1
Suakati,Poor,211,O3,1
Surat,Satisfactory,72,PM10,1
Talcher,Poor,294,PM2.5,1
Tensa,Moderate,107,PM10,1
Thane,Moderate,115,PM10,3
Thiruvananthapuram,Good,46,PM10,2
Thrissur,Satisfactory,59,PM10,1
Tirupati,Moderate,168,PM2.5,2
Tonk,Moderate,186,PM2.5,1
Tumakuru,Moderate,149,PM10,1
Tumidih,Satisfactory,87,PM10,1
Udaipur,Moderate,124,PM10,1
Ujjain,Moderate,130,PM2.5,1
Ulhasnagar,Moderate,152,O3,1
Vapi,Moderate,177,PM2.5,1
Varanasi,Satisfactory,89,PM10,4
Vatva,Satisfactory,79,PM10,1
Vellore,Moderate,195,PM2.5,1
Vijayapura,Satisfactory,61,CO,1
Vijayawada,Satisfactory,96,PM10,2
Visakhapatnam,Poor,223,PM2.5,1
Vrindavan,Good,50,PM10,1
Yamuna Nagar,Poor,205,PM2.5,1
