city,level,index,pollutant,stations
Agra,Satisfactory,73,PM2.5,1
Ahmedabad,Satisfactory,86,PM10,1
Ajmer,Satisfactory,96,O3,1
Alwar,Satisfactory,57,O3,1
Amaravati,Satisfactory,53,O3,1
Ambala,Good,48,O3,1
Ankleshwar,Moderate,102,PM10,1
Asanol,Satisfactory,58,PM10,1
Aurangabad,Good,50,O3,1
Ballabgarh,Satisfactory,59,PM10,1
Bathinda,Satisfactory,97,CO,1
Bengaluru,Satisfactory,54,"O3, PM2.5",9
Bhiwadi,Satisfactory,76,PM10,1
Bhiwani,Satisfactory,88,SO2,1
Bhopal,Moderate,101,PM10,1
Bulandshahr,Moderate,121,O3,1
Chandigarh,Good,26,O3,1
Chandrapur,Moderate,112,PM2.5,2
Chennai,Good,42,"O3, CO, PM2.5",4
Chikkaballapur,Satisfactory,80,O3,1
Damoh,Good,38,PM2.5,1
Delhi,Satisfactory,86,"O3, PM10, PM2.5",33
Dewas,Moderate,159,O3,1
Dharuhera,Satisfactory,74,O3,1
Eloor,Satisfactory,52,PM10,1
Ernakulam,Satisfactory,61,CO,1
Faridabad,Moderate,103,"O3, PM10",3
Fatehabad,Satisfactory,99,O3,1
Gandhinagar,Satisfactory,85,PM10,1
Gaya,Moderate,122,"O3, PM2.5",2
Ghaziabad,Satisfactory,86,"O3, PM10",4
Greater Noida,Satisfactory,92,"CO, PM10",2
Gurugram,Satisfactory,96,"O3, PM10",4
Guwahati,Moderate,141,PM2.5,1
Gwalior,Satisfactory,94,"O3, PM2.5",2
Hajipur,Satisfactory,76,PM10,1
Hapur,Moderate,110,PM10,1
Hisar,Satisfactory,73,PM10,1
Howrah,Satisfactory,66,"O3, PM10",3
Hyderabad,Satisfactory,63,"NO2, PM10",4
Indore,Moderate,117,PM10,1
Jabalpur,Satisfactory,81,O3,1
Jaipur,Satisfactory,71,"O3, PM10",3
Jalandhar,Good,38,PM10,1
Jind,Satisfactory,68,PM2.5,1
Jodhpur,Satisfactory,98,O3,1
Jorapokhar,Satisfactory,94,PM10,1
Kaithal,Good,48,PM10,1
Kannur,Good,48,PM10,1
Kanpur,Satisfactory,67,O3,1
Karnal,Satisfactory,68,PM10,1
Katni,Satisfactory,90,O3,1
Khanna,Good,46,PM10,1
Kochi,Good,45,CO,1
Kolkata,Satisfactory,91,O3,7
Kota,Satisfactory,84,PM10,1
Kozhikode,Good,50,PM10,1
Kurukshetra,Satisfactory,56,PM10,1
Lucknow,Satisfactory,99,"O3, PM2.5",4
Ludhiana,Good,38,O3,1
Maihar,Good,38,PM10,1
Mandideep,Satisfactory,52,PM2.5,1
Mandikhera,Satisfactory,79,PM10,1
Meerut,Moderate,116,"PM10, PM2.5",2
Mumbai,Satisfactory,94,PM10,7
Muzaffarnagar,Moderate,103,PM10,1
Muzaffarpur,Moderate,177,PM2.5,1
Mysuru,Satisfactory,71,O3,1
Nagpur,Moderate,103,O3,1
Nandesari,Moderate,197,CO,1
Narnaul,Satisfactory,63,PM10,1
Nashik,Satisfactory,68,O3,1
Navi Mumbai,Moderate,104,PM10,2
Noida,Satisfactory,80,"O3, CO, PM10",4
Pali,Satisfactory,79,O3,1
Palwal,Satisfactory,86,PM10,1
Panchkula,Good,38,PM2.5,1
Panipat,Moderate,101,PM10,1
Patiala,Good,40,PM10,1
Patna,Moderate,138,"CO, NO2, PM10",5
Pithampur,Moderate,126,PM10,1
Pune,Satisfactory,61,PM2.5,1
Rajamahendravaram,Satisfactory,88,O3,1
Ramanagara,Good,35,PM10,1
Rohtak,Satisfactory,67,PM2.5,1
Sagar,Satisfactory,67,PM10,1
Satna,Satisfactory,59,PM10,1
Siliguri,Moderate,152,PM2.5,1
Singrauli,Moderate,128,O3,1
Sirsa,Satisfactory,57,PM10,1
Solapur,Satisfactory,76,PM10,1
Sonipat,Satisfactory,80,NO2,1
Talcher,Moderate,108,O3,1
Thane,Good,34,CO,1
Thiruvananthapuram,Good,47,"O3, CO",2
Tirupati,Good,48,O3,1
Udaipur,Satisfactory,76,PM10,1
Ujjain,Moderate,114,PM10,1
Varanasi,Moderate,162,O3,1
Vatva,Satisfactory,61,PM10,1
Visakhapatnam,Good,45,PM10,1
Yamunanagar,Satisfactory,76,PM10,1
