city,level,index,pollutant,stations
Agartala,Good,34,"PM10, PM2.5",2
Agra,Good,21,"O3, PM10, PM2.5",5
Ahmedabad,Satisfactory,89,PM10,1
Aizawl,Good,19,CO,1
Ajmer,Good,50,PM10,1
Alwar,Satisfactory,57,PM10,1
Amaravati,Good,30,CO,1
Ambala,Satisfactory,55,PM10,1
Amritsar,Satisfactory,76,PM10,1
Ankleshwar,Moderate,157,PM2.5,1
Araria,Good,46,CO,1
Arrah,Satisfactory,97,CO,1
Asansol,Moderate,101,PM10,1
Aurangabad (Bihar),Satisfactory,80,PM2.5,1
Aurangabad (Maharashtra),Good,35,O3,1
Baddi,Satisfactory,53,PM10,1
Bagalkot,Good,42,PM10,1
Baghpat,Good,37,O3,1
Bahadurgarh,Good,47,PM10,1
Ballabgarh,Good,48,SO2,1
Bareilly,Good,30,PM10,1
Bathinda,Satisfactory,67,PM10,1
Bengaluru,Satisfactory,65,"CO, PM10",8
Bettiah,Good,42,CO,1
Bhagalpur,Satisfactory,82,"NO2, PM10",2
Bhiwadi,Good,47,PM10,1
Bhiwani,Satisfactory,68,O3,1
Bhopal,Satisfactory,66,CO,1
Bilaspur,Satisfactory,70,CO,1
Brajrajnagar,Good,49,CO,1
Bulandshahr,Good,42,PM10,1
Buxar,Satisfactory,98,PM10,1
Chamarajanagar,Good,39,PM10,1
Chandigarh,Good,41,"O3, PM10",3
Chandrapur,Satisfactory,78,"CO, PM2.5",2
Charkhi Dadri,Satisfactory,60,PM10,1
Chennai,Satisfactory,54,"CO, PM10, PM2.5",8
Chhapra,Satisfactory,65,CO,1
Chikkamagaluru,Good,32,O3,1
Coimbatore,Good,36,PM2.5,1
Darbhanga,Satisfactory,100,PM10,1
Davanagere,Good,27,PM10,1
Dehradun,Good,31,CO,1
Delhi,Satisfactory,69,"O3, CO, PM10",33
Dewas,Good,39,PM10,1
Durgapur,Satisfactory,53,PM10,1
Eloor,Satisfactory,54,PM10,1
Faridabad,Satisfactory,71,PM10,3
Firozabad,Satisfactory,62,O3,1
Gandhinagar,Good,26,CO,1
Gangtok,Good,17,O3,1
Gaya,Satisfactory,67,"PM10, PM2.5",3
Ghaziabad,Satisfactory,54,PM10,4
Gorakhpur,Good,45,SO2,1
Greater Noida,Satisfactory,60,CO,2
Gummidipoondi,Good,20,PM2.5,1
Gurugram,Good,43,PM2.5,1
Guwahati,Good,48,"PM10, PM2.5",2
Hajipur,Satisfactory,59,PM10,1
Haldia,Good,31,CO,1
Hapur,Good,48,CO,1
Hassan,Good,49,SO2,1
Haveri,Good,40,CO,1
Hisar,Satisfactory,75,PM2.5,1
Howrah,Good,43,"CO, PM10",3
Hubballi,Satisfactory,53,CO,1
Hyderabad,Good,44,"CO, NO2, PM2.5",11
Imphal,Satisfactory,52,"O3, SO2",2
Indore,Satisfactory,53,PM10,1
Jabalpur,Satisfactory,52,CO,1
Jaipur,Good,41,"O3, CO",3
Jalandhar,Good,47,PM10,1
Jhansi,Good,23,CO,1
Jind,Good,39,CO,1
Jodhpur,Satisfactory,70,PM10,1
Kaithal,Good,44,PM2.5,1
Kalyan,Satisfactory,69,PM10,1
Kannur,Satisfactory,53,PM2.5,1
Kanpur,Good,37,PM2.5,4
Karnal,Good,35,PM2.5,1
Katihar,Satisfactory,91,CO,1
Katni,Good,44,PM10,1
Khanna,Good,39,PM10,1
Khurja,Satisfactory,91,PM10,1
Kishanganj,Good,47,O3,1
Kochi,Satisfactory,68,PM2.5,1
Kohima,Satisfactory,52,SO2,1
Kolkata,Good,43,"CO, PM10, PM2.5",7
Kollam,Satisfactory,60,PM10,1
Koppal,Good,22,PM10,1
Kota,Good,49,PM10,1
