city,level,index,pollutant,stations
Agra,Moderate,191,PM2.5,1
Ahmedabad,Moderate,121,PM2.5,1
Ajmer,Satisfactory,98,PM10,1
Alwar,Moderate,128,O3,1
Amaravati,Satisfactory,61,PM2.5,1
Amritsar,Moderate,144,PM2.5,1
Asanol,Satisfactory,73,PM10,1
Aurangabad,Moderate,122,PM2.5,1
Bengaluru,Satisfactory,64,"CO, PM10, PM2.5",5
Bhiwadi,Very Poor,348,PM10,1
Brajrajnagar,Moderate,112,CO,1
Bulandshahr,Poor,241,PM10,1
Chandrapur,Moderate,100,"PM10, PM2.5",2
Chennai,Satisfactory,68,PM2.5,2
Delhi,Poor,236,"O3, PM10, PM2.5",6
Dewas,Moderate,131,PM10,1
Durgapur,Moderate,152,PM10,1
Faridabad,Poor,264,PM2.5,1
Ghaziabad,Poor,269,PM10,1
Greater Noida,Moderate,192,PM10,1
Gurgaon,Poor,289,PM2.5,1
Haldia,Good,22,PM10,1
Howrah,Satisfactory,52,PM10,2
Hyderabad,Satisfactory,70,"O3, CO, PM10",6
Jaipur,Moderate,141,"O3, PM10, PM2.5",3
Jalandhar,Moderate,103,PM2.5,1
Jodhpur,Poor,251,PM2.5,1
Kanpur,Poor,238,PM2.5,1
Khanna,Moderate,121,PM10,1
Kolkata,Moderate,105,CO,1
Kota,Moderate,111,PM10,1
Lucknow,Poor,258,PM2.5,4
Ludhiana,Moderate,165,PM2.5,1
Mandi Gobindgarh,Moderate,192,PM2.5,1
Mandideep,Moderate,172,PM10,1
Moradabad,Poor,236,PM10,1
Muzaffarpur,Poor,205,O3,1
Nagpur,Satisfactory,94,PM10,1
Nashik,Satisfactory,80,O3,1
Navi Mumbai,Moderate,105,CO,1
Noida,Poor,224,PM10,1
Pali,Moderate,193,PM2.5,1
Panchkula,Moderate,100,PM2.5,1
Patiala,Moderate,154,NO2,1
Patna,Poor,279,O3,1
Pithampur,Moderate,123,PM10,1
Pune,Satisfactory,83,PM10,1
Rajamahendravaram,Satisfactory,54,O3,1
Rohtak,Moderate,126,PM2.5,1
Rupnagar,Moderate,137,PM2.5,1
Satna,Severe,500,PM2.5,1
Siliguri,Satisfactory,59,PM10,1
Singrauli,Poor,206,PM10,1
Solapur,Moderate,164,O3,1
Talcher,Satisfactory,88,CO,1
Thiruvananthapuram,Satisfactory,68,O3,1
Tirupati,Good,46,PM10,1
Udaipur,Satisfactory,93,PM10,1
Ujjain,Moderate,155,O3,1
Varanasi,Poor,235,PM2.5,1
Vijayawada,Good,44,PM10,1
