city,level,index,pollutant,stations
Agartala,Very Poor,310,PM2.5,1
Agra,Moderate,151,"PM10, PM2.5",5
Ahmedabad,Poor,222,"PM10, PM2.5",9
Aizawl,Satisfactory,60,PM10,1
Alwar,Satisfactory,88,PM10,1
Amaravati,Moderate,109,PM2.5,1
Ambala,Satisfactory,54,NO2,1
Ankleshwar,Poor,276,PM2.5,1
Arrah,Poor,271,PM2.5,1
Asansol,Poor,253,PM2.5,1
Aurangabad,Moderate,142,PM10,1
Bagalkot,Good,50,PM2.5,1
Baghpat,Moderate,192,PM2.5,1
Bahadurgarh,Moderate,102,PM2.5,1
Ballabgarh,Satisfactory,66,PM10,1
Bathinda,Satisfactory,61,PM10,1
Bengaluru,Satisfactory,100,"CO, PM10, PM2.5",10
Bettiah,Very Poor,350,PM2.5,1
Bhagalpur,Very Poor,373,"PM10, PM2.5",2
Bhiwadi,Moderate,162,PM2.5,1
Bhiwani,Moderate,118,PM2.5,1
Bhopal,Moderate,122,PM10,1
Bidar,Satisfactory,77,PM10,1
Bihar Sharif,Poor,207,PM2.5,1
Bilaspur,Satisfactory,64,CO,1
Bulandshahr,Moderate,147,PM2.5,1
Buxar,Very Poor,325,PM2.5,1
Chamarajanagar,Good,29,PM10,1
Chandigarh,Good,28,PM2.5,1
Chandrapur,Satisfactory,91,PM10,2
Charkhi Dadri,Moderate,134,CO,1
Chennai,Satisfactory,69,"PM10, PM2.5",7
Chhapra,Very Poor,366,PM2.5,1
Chikkaballapur,Satisfactory,86,PM10,1
Chikkamagaluru,Good,30,PM10,1
Coimbatore,Satisfactory,87,PM2.5,1
Damoh,Good,33,PM2.5,1
Darbhanga,Very Poor,323,PM2.5,1
Delhi,Poor,202,PM2.5,29
Dewas,Poor,219,PM10,1
Dharuhera,Moderate,186,PM2.5,1
Durgapur,Poor,280,PM10,1
Eloor,Satisfactory,70,PM10,1
Faridabad,Moderate,113,PM10,1
Fatehabad,Satisfactory,78,PM10,1
Firozabad,Moderate,182,PM2.5,1
Gadag,Good,34,PM10,1
Gandhinagar,Poor,255,"PM10, PM2.5",3
Gaya,Moderate,102,PM2.5,2
Ghaziabad,Moderate,165,PM2.5,3
Gorakhpur,Moderate,155,PM2.5,1
Greater Noida,Moderate,134,PM2.5,2
Gurugram,Poor,205,PM2.5,3
Guwahati,Moderate,178,PM2.5,2
Gwalior,Poor,289,PM2.5,1
Hajipur,Moderate,117,PM2.5,1
Haldia,Moderate,125,PM10,1
Hapur,Moderate,163,PM2.5,1
Hisar,Moderate,181,PM2.5,1
