city,level,index,pollutant,stations
Agra,Moderate,198,PM2.5,5
Ahmedabad,Moderate,165,PM2.5,9
Aizawl,Satisfactory,64,PM10,1
Ajmer,Moderate,116,PM10,1
Akola,Poor,205,PM2.5,1
Alwar,Moderate,177,PM2.5,1
Amaravati,Good,42,CO,1
Ambala,Poor,267,PM2.5,1
Amravati,Moderate,114,PM10,2
Amritsar,Moderate,178,PM2.5,1
Angul,Poor,250,O3,1
Ankleshwar,Poor,210,PM2.5,1
Araria,Moderate,181,PM2.5,1
Ariyalur,Good,21,PM2.5,1
Arrah,Poor,232,PM2.5,1
Asansol,Moderate,192,PM2.5,1
Aurangabad (Bihar),Satisfactory,100,PM10,1
Aurangabad (Maharashtra),Moderate,121,"O3, PM10",3
Badlapur,Poor,271,PM10,1
Bagalkot,Good,46,PM10,1
Baghpat,Very Poor,342,PM2.5,1
Bahadurgarh,Very Poor,363,PM2.5,1
Balasore,Satisfactory,73,PM10,1
Banswara,Moderate,135,PM2.5,1
Baran,Moderate,160,O3,1
Barbil,Satisfactory,93,PM10,1
Bareilly,Moderate,170,PM2.5,2
Baripada,Satisfactory,77,PM2.5,1
Barmer,Moderate,146,PM10,1
Bathinda,Very Poor,375,PM2.5,1
Begusarai,Very Poor,360,PM2.5,1
Belapur,Moderate,139,PM10,1
Belgaum,Satisfactory,63,PM10,1
Bengaluru,Good,43,PM10,8
Bettiah,Moderate,106,PM10,1
Bhagalpur,Poor,249,PM2.5,2
Bharatpur,Very Poor,365,PM2.5,1
Bhilai,Satisfactory,81,"CO, PM10",3
Bhilwara,Moderate,159,PM10,1
Bhiwadi,Severe,413,PM2.5,1
Bhiwandi,Poor,229,PM2.5,1
Bhiwani,Very Poor,310,PM2.5,1
Bhopal,Poor,261,PM2.5,3
Bhubaneswar,Satisfactory,85,CO,2
Bidar,Poor,212,PM2.5,1
Bihar Sharif,Moderate,111,PM10,1
Bikaner,Poor,243,PM10,1
Bileipada,Moderate,123,PM10,1
Bundi,Moderate,184,PM10,1
Byrnihat,Poor,241,PM10,1
Chandigarh,Poor,212,PM2.5,3
Chandrapur,Poor,202,PM2.5,1
Charkhi Dadri,Poor,278,PM10,1
Chennai,Good,33,CO,5
Chhapra,Poor,240,PM2.5,1
Chikkamagaluru,Good,32,PM10,1
Chittoor,Good,36,O3,1
Churu,Very Poor,365,PM2.5,1
Cuddalore,Good,33,NO2,2
Cuttack,Satisfactory,52,PM2.5,1
Dausa,Poor,272,PM2.5,1
Davanagere,Good,50,CO,1
Dehradun,Satisfactory,98,PM10,1
