city,level,index,pollutant,stations
Agartala,Satisfactory,66,PM10,2
Agra,Satisfactory,98,"O3, PM10, PM2.5",6
Ahmedabad,Poor,224,PM2.5,7
Aizawl,Good,40,PM10,1
Ajmer,Moderate,135,PM10,1
Alwar,Satisfactory,94,PM10,1
Amaravati,Satisfactory,72,O3,1
Ambala,Moderate,186,PM2.5,1
Amritsar,Satisfactory,90,PM10,1
Ankleshwar,Moderate,148,PM2.5,1
Arrah,Moderate,126,PM10,1
Asansol,Satisfactory,98,O3,1
Aurangabad (Bihar),Moderate,159,PM10,1
Aurangabad (Maharashtra),Moderate,111,PM10,1
Baddi,Moderate,112,PM10,1
Bagalkot,Good,50,PM2.5,1
Baghpat,Moderate,174,PM2.5,1
Bahadurgarh,Moderate,193,PM2.5,1
Ballabgarh,Moderate,115,PM10,1
Bathinda,Satisfactory,82,PM10,1
Bengaluru,Satisfactory,77,"CO, PM10, PM2.5",9
Bhagalpur,Moderate,110,PM10,2
Bhiwadi,Poor,226,PM10,1
Bhopal,Moderate,152,PM10,1
Bidar,Moderate,150,PM10,1
Bihar Sharif,Moderate,168,PM10,1
Bilaspur,Satisfactory,51,PM10,1
Brajrajnagar,Satisfactory,69,PM10,1
Bulandshahr,Moderate,184,O3,1
Buxar,Moderate,129,PM10,1
Chamarajanagar,Good,42,PM10,1
Chandigarh,Moderate,162,"O3, PM10, PM2.5",3
Chandrapur,Moderate,105,PM10,2
Charkhi Dadri,Poor,275,PM2.5,1
Chennai,Satisfactory,80,PM10,6
Chhapra,Moderate,105,PM10,1
Chikkaballapur,Satisfactory,72,PM10,1
Chikkamagaluru,Good,50,PM10,1
Coimbatore,Good,49,PM10,1
Damoh,Satisfactory,73,PM10,1
Davanagere,Satisfactory,59,PM10,1
Delhi,Poor,206,"O3, PM10",36
Dewas,Moderate,195,PM2.5,1
Durgapur,Moderate,144,PM10,1
Eloor,Satisfactory,63,PM10,1
Ernakulam,Satisfactory,54,NO2,1
Faridabad,Poor,215,"PM10, PM2.5",3
Fatehabad,Poor,224,PM2.5,1
Firozabad,Moderate,126,"O3, PM10",2
Gandhinagar,Poor,218,"PM10, PM2.5",3
Gaya,Moderate,135,"O3, PM10, PM2.5",3
Ghaziabad,Poor,242,"O3, PM10",4
Gorakhpur,Good,45,O3,1
Greater Noida,Moderate,184,PM10,2
Gummidipoondi,Good,42,PM10,1
Gurugram,Moderate,187,"PM10, PM2.5",4
Guwahati,Satisfactory,92,PM10,2
Gwalior,Moderate,149,PM10,1
Hajipur,Satisfactory,90,PM2.5,1
Haldia,Satisfactory,58,PM10,1
Hapur,Poor,207,PM2.5,1
Hassan,Satisfactory,66,PM10,1
Haveri,Satisfactory,69,PM10,1
Hisar,Poor,244,PM2.5,1
Howrah,Satisfactory,72,"PM10, PM2.5",2
Hubballi,Moderate,102,PM10,1
Hyderabad,Moderate,109,PM10,5
Imphal,Satisfactory,76,SO2,1
Indore,Moderate,161,PM10,1
Jabalpur,Moderate,157,PM10,1
Jaipur,Moderate,184,"PM10, PM2.5",2
Jalandhar,Satisfactory,96,PM10,1
Jhansi,Moderate,173,PM10,1
Jind,Very Poor,307,PM2.5,1
Jodhpur,Poor,251,PM10,1
Kaithal,Poor,231,PM2.5,1
Kalaburgi,Moderate,117,PM10,1
Kalyan,Moderate,156,PM10,1
Kannur,Satisfactory,72,PM10,1
Kanpur,Moderate,152,"O3, PM10",2
Katihar,Moderate,125,PM10,1
Katni,Moderate,155,PM10,1
Khanna,Satisfactory,98,PM10,1
Kishanganj,Satisfactory,86,O3,1
Kochi,Moderate,137,CO,1
Kohima,Satisfactory,77,PM10,1
Kolkata,Satisfactory,83,"O3, NO2, PM10",6
Kollam,Satisfactory,83,PM10,1
Koppal,Satisfactory,57,PM10,1
Kozhikode,Satisfactory,73,PM10,1
Kurukshetra,Poor,271,PM2.5,1
Lucknow,Moderate,121,"O3, PM10, PM2.5",6
Ludhiana,Moderate,129,PM2.5,1
Madikeri,Good,48,PM10,1
Mandi Gobindgarh,Moderate,156,PM2.5,1
Mandideep,Moderate,101,PM10,1
Mandikhera,Moderate,101,PM10,1
Manglore,Satisfactory,71,NO2,1
Manguraha,Good,32,O3,1
Meerut,Moderate,193,"PM10, PM2.5",3
Moradabad,Moderate,111,PM10,4
Motihari,Moderate,108,O3,1
Mumbai,Moderate,189,"PM10, PM2.5",16
Muzaffarpur,Satisfactory,76,"PM10, PM2.5",2
Mysuru,Satisfactory,55,O3,1
Nagpur,Poor,201,PM2.5,1
Naharlagun,Satisfactory,65,SO2,1
Narnaul,Poor,216,PM2.5,1
Navi Mumbai,Moderate,161,PM10,3
Noida,Poor,224,"O3, PM10",4
Palwal,Moderate,107,PM10,1
Panchkula,Moderate,104,PM2.5,1
Panipat,Poor,272,PM2.5,1
Patiala,Moderate,119,PM10,1
Patna,Moderate,138,"O3, PM10, PM2.5",6
Pithampur,Moderate,138,PM10,1
Prayagraj,Satisfactory,100,PM10,3
Pune,Poor,236,PM2.5,4
Purnia,Moderate,104,PM2.5,1
Raichur,Moderate,111,PM10,1
Rajamahendravaram,Good,50,PM10,1
Rajgir,Satisfactory,92,PM10,1
Ramanagara,Satisfactory,60,PM10,1
Ratlam,Moderate,162,PM2.5,1
Rohtak,Moderate,198,PM2.5,1
Rupnagar,Satisfactory,73,PM10,1
Sagar,Moderate,103,PM2.5,1
Samastipur,Moderate,189,PM10,1
Sasaram,Moderate,177,O3,1
Satna,Satisfactory,65,PM10,1
Shillong,Good,38,"PM10, PM2.5",2
Shivamogga,Satisfactory,64,PM10,1
Singrauli,Poor,246,PM10,1
Siwan,Moderate,119,PM10,1
Solapur,Satisfactory,85,PM10,1
Sonipat,Very Poor,399,PM10,1
Srinagar,Good,42,PM10,1
Talcher,Satisfactory,53,O3,1
Thiruvananthapuram,Good,36,PM2.5,2
Thoothukudi,Good,48,PM10,1
Tirupati,Moderate,126,PM2.5,1
Udaipur,Moderate,157,PM10,1
Ujjain,Moderate,193,PM10,1
Varanasi,Satisfactory,93,"O3, PM10",4
Vatva,Moderate,134,PM10,1
Vijayapura,Satisfactory,51,PM10,1
Visakhapatnam,Moderate,107,PM10,1
Vrindavan,Satisfactory,84,PM10,1
Yadgir,Satisfactory,85,PM10,1
Yamunanagar,Poor,206,PM2.5,1
