city,level,index,pollutant,stations
Agartala,Poor,243,PM2.5,1
Agra,Satisfactory,88,PM10,6
Ahmedabad,Moderate,167,PM2.5,9
Aizawl,Good,42,PM10,1
Ajmer,Moderate,106,PM10,1
Akola,Moderate,116,PM10,1
Alwar,Satisfactory,90,PM10,1
Amaravati,Moderate,108,PM10,1
Amravati,Moderate,120,PM10,2
Amritsar,Satisfactory,74,PM10,1
Anantapur,Satisfactory,63,PM10,1
Ankleshwar,Moderate,156,PM2.5,1
Ariyalur,Satisfactory,78,PM10,1
Arrah,Poor,221,PM2.5,1
Asansol,Poor,207,PM2.5,1
Aurangabad (Bihar),Moderate,148,PM2.5,1
Aurangabad (Maharashtra),Moderate,141,"O3, PM10, PM2.5",3
Baddi,Moderate,184,PM2.5,1
Badlapur,Moderate,134,PM10,1
Bagalkot,Good,46,PM10,1
Baghpat,Moderate,164,PM10,1
Banswara,Satisfactory,91,O3,1
Baran,Moderate,112,PM10,1
Bareilly,Good,48,"SO2, PM2.5",2
Baripada,Satisfactory,90,O3,1
Barmer,Moderate,177,PM2.5,1
Bathinda,Moderate,112,PM10,1
Begusarai,Poor,254,PM2.5,1
Belgaum,Satisfactory,69,PM10,1
Bengaluru,Moderate,115,"O3, PM10, PM2.5",11
Bettiah,Moderate,144,PM10,1
Bhagalpur,Poor,234,PM2.5,2
Bharatpur,Moderate,108,PM2.5,1
Bhilai,Satisfactory,100,"PM10, PM2.5",3
Bhiwadi,Moderate,192,PM2.5,1
Bhopal,Moderate,131,"O3, PM10, PM2.5",3
Bihar Sharif,Moderate,159,PM10,1
Bikaner,Poor,235,PM2.5,1
Bilaspur,Satisfactory,65,PM10,1
Brajrajnagar,Moderate,168,O3,1
Bulandshahr,Moderate,154,PM2.5,1
Bundi,Moderate,188,PM2.5,1
Buxar,Moderate,155,PM2.5,1
Byrnihat,Severe,418,PM2.5,1
Chamarajanagar,Good,43,PM10,1
Chandigarh,Moderate,188,PM2.5,3
Chandrapur,Moderate,104,PM10,2
Charkhi Dadri,Poor,230,PM2.5,1
Chennai,Moderate,112,PM2.5,6
Chhal,Satisfactory,56,PM10,1
Chhapra,Moderate,150,PM2.5,1
