city,level,index,pollutant,stations
Agra,Good,39,"NO2, PM10",6
Ahmedabad,Satisfactory,64,"O3, PM2.5",7
Ajmer,Satisfactory,76,PM2.5,1
Akola,Good,47,PM10,1
Alwar,Good,46,PM10,1
Amaravati,Satisfactory,53,O3,1
Ambala,Satisfactory,91,CO,1
Amravati,Good,41,PM10,2
Amritsar,Satisfactory,97,PM10,1
Anantapur,Satisfactory,72,PM10,1
Ankleshwar,Satisfactory,70,CO,1
Arrah,Satisfactory,94,PM10,1
Aurangabad (Maharashtra),Good,45,PM10,3
Badlapur,Good,34,CO,1
Bagalkot,Good,42,PM10,1
Baghpat,Satisfactory,66,PM10,1
Bahadurgarh,Good,47,PM10,1
Ballabgarh,Good,46,PM10,1
Banswara,Satisfactory,90,PM10,1
Baran,Moderate,144,PM2.5,1
Bareilly,Good,31,CO,1
Baripada,Satisfactory,63,PM10,1
Barmer,Satisfactory,77,PM10,1
Bathinda,Satisfactory,98,PM10,1
Belapur,Good,34,PM10,1
Belgaum,Satisfactory,55,PM10,1
Bengaluru,Satisfactory,78,"PM10, PM2.5",11
Bettiah,Satisfactory,74,PM10,1
Bhagalpur,Good,42,PM10,1
Bharatpur,Good,40,CO,1
Bhilai,Satisfactory,55,"PM10, PM2.5",2
Bhilwara,Satisfactory,97,PM10,1
Bhiwadi,Satisfactory,65,PM10,1
Bhiwandi,Good,39,PM2.5,1
Bhiwani,Satisfactory,56,CO,1
Bhopal,Satisfactory,67,"PM10, PM2.5",3
Bidar,Good,27,CO,1
Bihar Sharif,Good,28,CO,1
Bikaner,Moderate,106,PM10,1
Bilaspur,Satisfactory,54,PM10,1
Bileipada,Moderate,101,PM10,1
Brajrajnagar,Good,41,PM10,1
Bulandshahr,Good,36,CO,1
Bundi,Satisfactory,98,PM10,1
Byrnihat,Moderate,128,PM2.5,1
Chamarajanagar,Good,42,PM10,1
Chandigarh,Satisfactory,57,PM10,3
Chandrapur,Satisfactory,87,CO,1
Charkhi Dadri,Moderate,122,PM2.5,1
Chennai,Satisfactory,74,CO,6
Chhal,Satisfactory,52,PM10,1
Chhapra,Satisfactory,67,CO,1
Chikkaballapur,Satisfactory,52,PM10,1
Chikkamagaluru,Good,45,PM10,1
Chittoor,Good,45,O3,1
Chittorgarh,Satisfactory,81,PM10,1
Churu,Satisfactory,53,PM10,1
Cuddalore,Good,30,PM2.5,1
Damoh,Good,34,PM10,1
Dausa,Poor,204,PM10,1
Davanagere,Good,37,PM10,1
Dehradun,Satisfactory,88,CO,1
Delhi,Satisfactory,71,"CO, NO2",33
Dewas,Satisfactory,59,PM10,1
Dhanbad,Moderate,168,CO,1
Dharuhera,Good,45,PM10,1
Dharwad,Good,45,PM2.5,1
Dholpur,Good,34,O3,1
Dhule,Satisfactory,53,PM10,1
Durgapur,Satisfactory,63,PM10,1
