city,level,index,pollutant,stations
Agra,Satisfactory,79,CO,1
Ahmedabad,Satisfactory,88,PM10,1
Aizawl,Good,16,CO,1
Ajmer,Good,49,PM2.5,1
Alwar,Satisfactory,57,PM10,1
Amaravati,Good,37,O3,1
Ambala,Satisfactory,51,O3,1
Amritsar,Good,34,PM10,1
Ankleshwar,Satisfactory,63,PM10,1
Aurangabad,Satisfactory,57,CO,1
Baghpat,Satisfactory,81,CO,1
Bahadurgarh,Satisfactory,64,O3,1
Ballabgarh,Moderate,126,PM10,1
Bengaluru,Good,41,"CO, PM10, PM2.5",9
Bhiwadi,Satisfactory,66,PM2.5,1
Bhiwani,Good,50,PM10,1
Bhopal,Satisfactory,51,O3,1
Bulandshahr,Satisfactory,87,PM10,1
Chandigarh,Good,23,PM10,1
Chandrapur,Good,50,NO2,1
Charkhi Dadri,Moderate,108,PM2.5,1
Chennai,Satisfactory,54,"CO, PM2.5",3
Chikkaballapur,Good,49,PM10,1
Chikkamagaluru,Good,29,PM10,1
Coimbatore,Good,34,NO2,1
Damoh,Good,23,PM10,1
Delhi,Satisfactory,69,"CO, PM10",33
Dewas,Good,35,O3,1
Eloor,Satisfactory,52,PM10,1
Ernakulam,Moderate,103,CO,1
Faridabad,Satisfactory,90,PM10,2
Gandhinagar,Good,37,PM10,1
Gaya,Good,26,CO,1
Ghaziabad,Satisfactory,58,PM10,2
Greater Noida,Satisfactory,78,PM10,2
Gurugram,Satisfactory,62,"PM10, PM2.5",4
Guwahati,Good,31,PM10,1
Gwalior,Good,28,O3,1
Hajipur,Good,19,CO,1
Hapur,Satisfactory,74,PM10,1
Hisar,Poor,204,O3,1
Howrah,Good,32,"O3, NO2",3
Hubballi,Good,15,PM10,1
Hyderabad,Good,28,"O3, NO2, PM10",4
Indore,Good,49,O3,1
Jabalpur,Good,35,O3,1
Jaipur,Good,44,"O3, CO, PM10",3
Jalandhar,Satisfactory,55,PM10,1
Jodhpur,Satisfactory,97,PM10,1
Jorapokhar,Satisfactory,60,CO,1
Kaithal,Good,45,PM10,1
Kalyan,Good,19,CO,1
Kanpur,Good,46,O3,1
Karnal,Satisfactory,100,SO2,1
Katni,Good,34,PM10,1
Khanna,Good,33,PM2.5,1
Kochi,Satisfactory,77,CO,1
Kolkata,Good,36,"O3, CO",5
Kota,Good,38,PM10,1
Kozhikode,Good,16,PM10,1
Kurukshetra,Good,43,PM10,1
Lucknow,Satisfactory,70,"O3, PM10",4
Ludhiana,Good,45,O3,1
Maihar,Good,18,NO2,1
Mandideep,Satisfactory,52,O3,1
Mandikhera,Satisfactory,80,O3,1
Manesar,Satisfactory,62,PM10,1
Meerut,Good,42,PM10,3
Mumbai,Good,36,"O3, CO, SO2",8
Muzaffarnagar,Satisfactory,51,CO,1
Muzaffarpur,Satisfactory,95,O3,1
Mysuru,Good,22,O3,1
Nagpur,Satisfactory,70,O3,1
Nandesari,Moderate,111,PM2.5,1
Nashik,Good,34,O3,1
Navi Mumbai,Good,38,CO,1
Noida,Satisfactory,73,"CO, PM10",3
Pali,Satisfactory,61,PM10,1
Panchkula,Good,28,CO,1
Panipat,Satisfactory,81,PM10,1
Patiala,Good,40,CO,1
Patna,Good,49,"O3, PM10",3
Pithampur,Good,29,O3,1
Pune,Good,46,CO,1
Rajamahendravaram,Good,36,O3,1
Ramanagara,Good,37,NO2,1
Ratlam,Good,41,PM10,1
Rohtak,Good,39,PM2.5,1
Rupnagar,Satisfactory,64,PM10,1
Sagar,Good,32,CO,1
Satna,Satisfactory,53,PM10,1
Siliguri,Good,28,O3,1
Singrauli,Good,43,SO2,1
Sirsa,Satisfactory,61,PM10,1
Solapur,Good,37,O3,1
Sonipat,Satisfactory,68,PM10,1
Talcher,Satisfactory,74,PM10,1
Thane,Good,32,PM10,1
Thiruvananthapuram,Satisfactory,51,PM10,1
Tirupati,Good,33,CO,1
Udaipur,Satisfactory,60,CO,1
Ujjain,Satisfactory,52,O3,1
Varanasi,Good,30,NO2,1
Vatva,Satisfactory,87,PM10,1
Vijayapura,Moderate,106,O3,1
Visakhapatnam,Satisfactory,61,PM10,1
Yamunanagar,Satisfactory,98,PM10,1
